,ref,year,var,question
755,S2067100,2003,ROUND 7 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
756,S3134400,2003,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
757,S3134500,2003,R RECEIVE INCOME? (REFUSE),YINC-1600
758,S3134600,2003,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
759,S3134700,2003,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
760,S3135500,2003,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
761,S3135700,2003,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
762,S3135800,2003,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
763,S3148600,2003,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
764,S3148700,2003,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
765,S3148800,2003,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
766,S3582600,2003,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
767,S3582700,2003,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
768,S3582800,2003,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
769,S3582900,2003,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
770,S3583000,2003,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
771,S3583100,2003,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
772,S3583200,2003,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
773,S3583300,2003,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
774,S3583400,2003,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
775,S3583500,2003,"YEMP, IS EMPLOYER 10 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG10
776,S3658000,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
777,S3658100,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
778,S3658200,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
779,S3658300,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
780,S3658400,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
781,S3658500,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
782,S3658600,1997,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
783,S3659000,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)
784,S3659100,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)
785,S3659200,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)
786,S3659300,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)
787,S3659400,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)
788,S3659500,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)
789,S3659600,1997,"YEMP,",RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)
790,S3679000,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM),YEMP_INDCODE-200201
791,S3679100,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM),YEMP_INDCODE-200202
792,S3679200,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM),YEMP_INDCODE-200203
793,S3679300,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM),YEMP_INDCODE-200204
794,S3679400,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM),YEMP_INDCODE-200205
795,S3679500,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM),YEMP_INDCODE-200206
796,S3679600,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM),YEMP_INDCODE-200207
797,S3679700,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM),YEMP_INDCODE-200208
798,S3679800,1998,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM),YEMP_INDCODE-200209
799,S3681000,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
800,S3681100,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
801,S3681200,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
802,S3681300,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
803,S3681400,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
804,S3681500,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
805,S3681600,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
806,S3681700,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
807,S3681800,1998,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
808,S3695000,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM),YEMP_INDCODE-200201
809,S3695100,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM),YEMP_INDCODE-200202
810,S3695200,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM),YEMP_INDCODE-200203
811,S3695300,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM),YEMP_INDCODE-200204
812,S3695400,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM),YEMP_INDCODE-200205
813,S3695500,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM),YEMP_INDCODE-200206
814,S3695600,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM),YEMP_INDCODE-200207
815,S3695700,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM),YEMP_INDCODE-200208
816,S3695800,1999,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM),YEMP_INDCODE-200209
817,S3697000,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
818,S3697100,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
819,S3697200,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
820,S3697300,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
821,S3697400,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
822,S3697500,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
823,S3697600,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
824,S3697700,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
825,S3697800,1999,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
826,S3711000,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM),YEMP_INDCODE-200201
827,S3711100,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM),YEMP_INDCODE-200202
828,S3711200,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM),YEMP_INDCODE-200203
829,S3711300,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM),YEMP_INDCODE-200204
830,S3711400,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM),YEMP_INDCODE-200205
831,S3711500,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM),YEMP_INDCODE-200206
832,S3711600,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM),YEMP_INDCODE-200207
833,S3711700,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM),YEMP_INDCODE-200208
834,S3711800,2000,YEMP - TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM),YEMP_INDCODE-200209
835,S3713000,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
836,S3713100,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
837,S3713200,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
838,S3713300,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
839,S3713400,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
840,S3713500,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
841,S3713600,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
842,S3713700,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
843,S3713800,2000,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
844,S3727000,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
845,S3727100,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
846,S3727200,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
847,S3727300,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
848,S3727400,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
849,S3727500,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
850,S3727600,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
851,S3727700,2001,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
852,S3729000,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
853,S3729100,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
854,S3729200,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
855,S3729300,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
856,S3729400,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
857,S3729500,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
858,S3729600,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
859,S3729700,2001,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
860,S3755000,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
861,S3755100,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
862,S3755200,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
863,S3755300,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
864,S3755400,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
865,S3755500,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
866,S3755600,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
867,S3755700,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
868,S3755800,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
869,S3755900,2003,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_INDCODE-200210
870,S3757000,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
871,S3757100,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
872,S3757200,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
873,S3757300,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
874,S3757400,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
875,S3757500,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
876,S3757600,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
877,S3757700,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
878,S3757800,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
879,S3757900,2003,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_OCCODE-200210
880,S3812400,2004,GROSS FAMILY INCOME,CV_INCOME_FAMILY
881,S3821501,2004,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
882,S3821502,2004,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
883,S3821503,2004,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
884,S3821504,2004,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
885,S3821505,2004,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
886,S3821506,2004,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
887,S3821507,2004,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
888,S3822900,2004,RS MARITAL/COHABIT STATUS,CV_MARSTAT
889,S3823600,2004,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
890,S3861600,2004,ROUND 8 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
891,S3861700,2004,ROUND 8 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
892,S4799400,2004,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
893,S4799500,2004,R RECEIVE INCOME? (REFUSE),YINC-1600
894,S4799600,2004,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
895,S4799700,2004,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
896,S4800500,2004,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
897,S4800700,2004,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
898,S4800800,2004,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
899,S4806500,2004,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
900,S4806600,2004,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
901,S4806700,2004,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
902,S5041000,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
903,S5041100,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
904,S5041200,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
905,S5041300,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
906,S5041400,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
907,S5041500,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
908,S5041600,2004,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
909,S5041700,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
910,S5041800,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
911,S5041900,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
912,S5042000,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
913,S5042100,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
914,S5042200,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
915,S5042300,2004,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
916,S5236800,2004,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
917,S5236900,2004,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
918,S5237000,2004,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
919,S5237100,2004,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
920,S5237200,2004,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
921,S5237300,2004,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
922,S5237400,2004,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
923,S5412800,2005,GROSS FAMILY INCOME,CV_INCOME_FAMILY
924,S5421801,2005,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
925,S5421802,2005,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
926,S5421803,2005,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
927,S5421804,2005,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
928,S5421805,2005,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
929,S5421806,2005,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
930,S5421807,2005,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
931,S5421808,2005,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
932,S5421809,2005,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
933,S5423000,2005,RS MARITAL/COHABIT STATUS,CV_MARSTAT
934,S5423600,2005,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
935,S5444200,2005,ROUND 9 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
936,S5444300,2005,ROUND 9 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
937,S6500800,2005,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
938,S6500900,2005,R RECEIVE INCOME? (REFUSE),YINC-1600
939,S6501000,2005,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
940,S6501100,2005,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
941,S6501800,2005,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
942,S6502200,2005,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
943,S6502300,2005,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
944,S6508000,2005,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
945,S6508100,2005,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
946,S6508200,2005,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
947,S6782200,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
948,S6782300,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
949,S6782400,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
950,S6782500,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
951,S6782600,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
952,S6782700,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
953,S6782800,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
954,S6782900,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
955,S6783000,2005,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
956,S6783100,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
957,S6783200,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
